"province.name","year","province.code","indec.prov.code","fips.code","iso.code","region","date","election.type","round","party.label","party.acro","party.num","incumbent_party","pres_last.name","pres_first.name","vice.pres_last.name","vice.pres_first.name","votes","electors","votes.pct","electors.pct","party.votes","total.votes","turnout","registered.voters"
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",75288,,12.08925,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",1557,,0.25001,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",129190,,20.74448,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",89487,,14.36924,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",1307,,0.20987,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",142527,,22.88605,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",42843,,6.87945,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",25457,,4.08772,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",1456,,0.23379,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",88563,,14.22087,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",0,,0,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",2226,,0.35744,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",1495,,0.24006,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",1959,,0.31456,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",4620,,0.74185,,622768,639023,78.04375,818801
"ENTRE RIOS",2003,108,30,"AR08","AR-E","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",1577,,0.25322,,622768,639023,78.04375,818801
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",1890,,,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",2670,,,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",785,,0.37551,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",2,,0.00096,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",7,,0.00335,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",702,,0.33581,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",4,,0.00191,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",19897,,9.51796,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",578,,0.27649,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",85937,,41.10894,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",13360,,6.39091,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",655,,0.31333,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",44873,,21.46551,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",10205,,4.88168,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",7912,,3.78479,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",7,,0.00335,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",19346,,9.25438,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",7,,0.00335,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",839,,0.40135,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",765,,0.36595,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",806,,0.38556,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",822,,0.39321,,209047,213607,71.21634,299941
"FORMOSA",2003,109,34,"AR09","AR-P","NEA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",1538,,0.73572,,209047,213607,71.21634,299941
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",2514,,,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",6057,,,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",1168,,0.4237,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",398,,0.14438,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",0,,0,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",778,,0.28222,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",442,,0.16034,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",18621,,6.75486,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",581,,0.21076,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",116943,,42.42168,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",16362,,5.9354,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",0,,0,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",47031,,17.06074,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",4229,,1.53409,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",11146,,4.04327,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",525,,0.19045,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",30587,,11.09559,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",18918,,6.8626,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",932,,0.33809,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",463,,0.16796,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",758,,0.27497,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",5060,,1.83554,,275668,284239,75.84156,374780
"JUJUY",2003,110,38,"AR10","AR-Y","NOA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",726,,0.26336,,275668,284239,75.84156,374780
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",1317,,,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",3011,,,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",780,,0.44267,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",458,,0.25993,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",2,,0.00114,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",2403,,1.36376,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",850,,0.4824,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",19591,,11.11836,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",418,,0.23723,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",31320,,17.77485,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",25103,,14.24656,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",551,,0.31271,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",39954,,22.67485,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",9043,,5.13212,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",5143,,2.91878,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",478,,0.27128,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",36118,,20.49783,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",0,,0,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",1229,,0.69749,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",401,,0.22758,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",41,,0.02327,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",1464,,0.83086,,176204,180532,81.34197,221942
"LA PAMPA",2003,111,42,"AR11","AR-L","CENTRO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",857,,0.48637,,176204,180532,81.34197,221942
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",14006,,,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",912,,,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",127,,0.08946,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",42,,0.02959,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",0,,0,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",110,,0.07749,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",29,,0.02043,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",2443,,1.72096,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",58,,0.04086,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",8873,,6.25053,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",6421,,4.52323,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",0,,0,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",111643,,78.6462,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",4666,,3.28693,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",1998,,1.40748,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",43,,0.03029,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",4213,,2.96782,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",0,,0,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",123,,0.08665,,141956,156874,81.99732,191316
