"province.name","year","province.code","indec.prov.code","fips.code","iso.code","region","date","election.type","round","party.label","party.acro","party.num","incumbent_party","pres_last.name","pres_first.name","vice.pres_last.name","vice.pres_first.name","votes","electors","votes.pct","electors.pct","party.votes","total.votes","turnout","registered.voters"
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",51,,0.03593,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",56,,0.03945,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",997,,0.70233,,141956,156874,81.99732,191316
"LA RIOJA",2003,112,46,"AR12","AR-F","NOA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",63,,0.04438,,141956,156874,81.99732,191316
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",6285,,,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",20965,,,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",3348,,0.40764,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",937,,0.11408,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",1142,,0.13904,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",8109,,0.98732,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",3457,,0.42091,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",70094,,8.53433,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",2019,,0.24582,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",79361,,9.66264,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",160534,,19.5459,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",2237,,0.27237,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",138213,,16.8282,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",18422,,2.24298,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",10174,,1.23874,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",2062,,0.25106,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",198486,,24.16677,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",103431,,12.5933,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",4012,,0.48848,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",1167,,0.14209,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",3875,,0.4718,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",8591,,1.046,,821318,848568,79.13236,1072340
"MENDOZA",2003,113,50,"AR13","AR-M","CUYO",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",1647,,0.20053,,821318,848568,79.13236,1072340
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",4570,,,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",6479,,,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",1738,,0.39617,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",1123,,0.25599,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",54,,0.01231,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",2460,,0.56075,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",151,,0.03442,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",40239,,9.17239,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",75,,0.0171,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",100707,,22.95594,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",38064,,8.6766,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",15,,0.00342,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",141439,,32.2407,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",29272,,6.67249,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",33016,,7.52592,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",1464,,0.33372,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",24704,,5.63122,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",14461,,3.29635,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",1566,,0.35697,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",1449,,0.3303,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",1991,,0.45384,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",2418,,0.55118,,438697,449746,75.15432,598430
"MISIONES",2003,114,54,"AR14","AR-N","NEA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",2291,,0.52223,,438697,449746,75.15432,598430
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",3772,,,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",6587,,,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",2859,,1.18206,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",12,,0.00496,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",0,,0,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",2684,,1.10971,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",871,,0.36012,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",41271,,17.06365,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",684,,0.2828,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",61121,,25.27071,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",40925,,16.9206,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",0,,0,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",45987,,19.0135,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",14538,,6.01079,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",1985,,0.82071,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",1058,,0.43743,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",19846,,8.2054,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",0,,0,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",2072,,0.85668,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",841,,0.34771,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",0,,0,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",3947,,1.6319,,241865,252224,79.24769,318273
"NEUQUEN",2003,115,58,"AR15","AR-Q","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",1164,,0.48126,,241865,252224,79.24769,318273
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",2369,,,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",6738,,,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",2155,,0.82268,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",32,,0.01222,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",7,,0.00267,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",2589,,0.98836,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",595,,0.22714,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",39128,,14.93726,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","DEMOCRATA CRISTIANO","PDC",,-99,"HERRERA","MANUEL","CUNEO","EDUARDO",1012,,0.38633,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE PARA LA VICTORIA","FPV",,-99,"KIRCHNER","NESTOR","SCIOLI","DANIEL OSVALDO",92713,,35.39353,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","RECREAR PARA EL CRECIMIENTO","RECREAR",,-99,"LOPEZ MURPHY","RICARDO","GOMEZ DIEZ","RICARDO",40488,,15.45644,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA AUTENTICO","PSA",,-99,"MAZZITELLI","MARIO","CAMPS","ADRIAN",5,,0.00191,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE POR LA LEALTAD","",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",45820,,17.49195,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION DEL CENTRO DEMOCRATICO","UCEDE",,-99,"MENEM","CARLOS SAUL","ROMERO","JUAN CARLOS",96,,0.03665,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION CIVICA RADICAL","UCR",,-99,"MOREAU","LEOPOLDO RAUL GUIDO","LOSADA","MARIO",8706,,3.32355,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA UNIDOS O DOMINADOS","",,-99,"MUSSA","JUAN RICARDO","SUAREZ","ROBERTO",878,,0.33518,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","FRENTE MOVIMIENTO POPULAR","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",19226,,7.3396,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","UNION Y LIBERTAD","",,-99,"RODRIGUEZ SAA","ADOLFO","POSSE","MELCHOR",8,,0.00305,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","HUMANISTA","PH",,-99,"SULLINGS","GUILLERMO","AMBROSIO","LILIANA",2407,,0.91888,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO POR LA DIGNIDAD Y LA INDEPENDENCIA","MODIN",,-99,"TERAN","RICARDO","BONACCI","JOSE ALEJANDRO",582,,0.22218,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","CONFERENCIA PARA QUE SE VAYAN TODOS","",,-99,"VENTURINO","ENRIQUE","PINTO KRAMER","FEDERICO",1252,,0.47796,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","IZQUIERDA UNIDA","IU",,-99,"WALSH","PATRICIA","PARRILLI","MARCELO",3181,,1.21436,,261949,271056,77.07965,351657
"RIO NEGRO",2003,116,62,"AR16","AR-R","PATAGONIA",2003-04-27,"PRESIDENTIAL","FIRST","MOVIMIENTO DE INTEGRACION Y DESARROLLO","MID",,-99,"ZAFFORE","CARLOS","PERIE","FABIANA",1069,,0.40809,,261949,271056,77.07965,351657
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","BLANK VOTES","BLANK VOTES",9998,,".",".",".",".",3986,,,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","NULL VOTES","NULL VOTES",9999,,".",".",".",".",8373,,,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","OBRERO","PO",,-99,"ALTAMIRA","JORGE","SALAS","EDUARDO",13814,,2.84557,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","ALIANZA TIEMPOS DE CAMBIO","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",77,,0.01586,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","UNION POPULAR","",,-99,"ARCAGNI","JOSE CARLOS","ZENOF","MARCELO",11,,0.00227,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","SOCIALISTA","PS",,-99,"BRAVO","ALFREDO","GIUSTINIANI","RUBEN HECTOR",2056,,0.42352,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","POPULAR DE LA RECONSTRUCCION","PPR",,-99,"BREIDE OBEID","GUSTAVO","VASENA","RAMIRO",429,,0.08837,,485456,497815,74.00418,672685
"SALTA",2003,117,66,"AR17","AR-A","NOA",2003-04-27,"PRESIDENTIAL","FIRST","AFIRMACION PARA UNA REPUBLICA IGUALITARIA","ARI",,-99,"CARRIO","ELISA MARIA AVELINA","GUTIERREZ","GUSTAVO",40265,,8.29426,,485456,497815,74.00418,672685
